X1,X2,Y
0.2054552899672414,-0.2684013581103036,0
1.5718491594112325,-0.24480840090859546,1
-0.039003407139480445,-0.26082498717232666,0
2.1100287733767917,2.1800757800669093,0
1.743564383966375,1.7738311682696337,0
0.3065576484237327,2.2818724466628026,1
0.09930068514107643,-0.3644171227713011,0
1.7990001360902503,-0.011264204840680338,1
2.2209929094842917,1.952980980824926,0
1.9598886971727212,0.171972793565257,1
0.22513945969474763,0.07222619198311771,0
1.9536035997464185,0.24175012369432572,1
1.9181240440036456,2.201334671988644,0
-0.08540363369377574,0.11670106467080305,0
2.0958194469792724,0.026532750135546235,1
0.5287982085262501,-0.028606383942078303,0
1.8270449932152386,2.087170210120874,0
2.2036015676487057,1.9084435456990365,0
2.1606602028655715,0.04468712351893794,1
1.9424063065873698,-0.015680107904438086,1
2.0883065255548274,0.22102270410563288,1
2.185636052553332,1.7074528511802685,0
2.0820873811807146,2.010960921002351,0
0.09162504023770124,-0.2692774420649772,0
0.08942494172153469,0.2974883667596796,0
1.9467539068795352,2.0233317583721444,0
-0.29521602003355446,2.022888967649136,1
1.9470276441157446,0.07614268287521846,1
2.0424420739175932,1.9018726969273787,0
0.03992655860999088,1.9559748235843761,1
1.8664929208065781,-0.2659361137793258,1
-0.12902653947936435,-0.07658405833136255,0
0.29262280369854543,-0.08829054895597616,0
2.1265089869675635,1.912783927900468,0
-0.1978974102547426,0.006443465114887055,0
-0.10495890821175557,-0.07316628681001305,0
2.073518357587402,2.0141273524133827,0
-0.0849838268412239,-0.05541934431822348,0
-0.09784389294716672,1.8064566072204673,1
1.9404032143772332,2.3299303729606793,0
1.8924490038264088,1.9432164388499102,0
2.0990537453943965,2.2164934067283744,0
1.9223284096008508,2.0192983938074542,0
1.934489392821538,0.41085302066249385,1
0.18267409784233832,-0.10690208286736061,0
-0.2704604530327644,2.074376433073042,1
1.9552173630255163,-0.13014513157344929,1
0.13275781380124627,0.1561812548286019,0
1.9603885965843237,-0.4049143456376527,1
-0.13726578881938703,-0.18450106381400622,0
-0.017563270810033935,0.27596443071596477,0
2.0374073430438644,-0.05213362654648954,1
2.305157060337131,0.2986310985565474,1
-0.18539230325504769,-0.051009316725716625,0
2.052411902146229,1.9246413878777293,0
-0.044749798301611805,2.239026504904258,1
1.9724390670613565,-0.17113994874289196,1
-0.054527718575275774,-0.03693200090415837,0
0.12568231429233656,-0.6851838477669091,0
-0.23725832457904122,2.007133443753918,1
1.9189348912498567,1.8481800201979932,0
1.9833203469923295,-0.1301472562181268,1
0.044051946269058444,-0.1425071622247136,0
0.06264499228101283,0.0506909666325328,0
1.9966272742191862,1.8104332500908362,0
1.8860498723086083,0.09662815492188767,1
1.8927053831120542,0.021926365986048635,1
1.9121462646363996,1.9414449093585495,0
0.3372726424474856,2.2880762942857715,1
2.190316566854066,1.8766455150664054,0
1.6425985487261878,2.1118807716316006,0
0.00425364843850201,0.265758482342581,0
2.0767017403509462,1.8366628031742045,0
2.2749977376585333,2.0088891350045976,0
0.12993524995673783,-0.24364752760450475,0
-0.04030433814390699,-0.12066543551122993,0
2.032745816053831,0.12941154238040511,1
2.0188389130254727,2.1701928702893385,0
2.0251694752025564,0.318039206365407,1
2.167085091889775,0.349221186997604,1
0.07335817063416311,0.33701088815075125,0
-0.059699225232214936,2.0513631306964086,1
0.179399662293795,2.024960375691857,1
2.276572142245855,2.089519352168551,0
0.06326774952233942,0.12117983745378312,0
1.8000181782871247,1.6907256434337636,0
2.236329600542926,0.017359503922700883,1
2.1299698562737075,-0.19940425641578408,1
0.24134957375339702,1.9510186113740724,1
0.016535146824740065,-0.07857575583041186,0
0.17327661193760263,-0.1108673399021361,0
0.11850425653052393,0.11370765531938004,0
1.6977333763836053,2.1880962665880443,0
0.22582115075394638,2.096759483458981,1
1.8598863924983766,1.9707376487903818,0
-0.21961400443213194,1.9967680412113007,1
2.0445184853545766,2.1047931865871683,0
0.07725490081076708,-0.15130519980005158,0
